metric,mean,std,median,p90,count
ms_per_step,38.72940192870268,9.188751669046914,36.83820000151172,49.8978800009354,3992
samples_per_sec,26.853830715895246,4.932264086844266,27.145734592810385,33.12733657495026,3992
