step,mean_similarity
0,nan
10,nan
20,nan
30,nan
40,nan
50,nan
60,0.87078458070755
70,nan
80,0.7264849543571472
90,0.7307106256484985
100,0.700053870677948
110,0.7710768580436707
120,0.8576911091804504
130,0.6653415560722351
140,0.7950133681297302
150,0.7983779907226562
160,0.8397964835166931
170,0.8306710124015808
180,0.8616096377372742
190,0.8406292200088501
200,0.851691722869873
210,0.7574350833892822
220,0.7852448225021362
230,0.7311160564422607
240,0.7945232391357422
250,0.7620830535888672
260,0.8215767741203308
270,0.692095935344696
280,0.637606143951416
290,0.7336397767066956
300,0.6259695291519165
310,0.6720436811447144
320,0.7020460367202759
330,0.793979823589325
340,0.7927597165107727
350,0.8195058703422546
360,0.7593575716018677
370,0.7478472590446472
380,0.6509628295898438
390,0.7050018906593323
400,0.869293212890625
410,0.670901358127594
420,0.555802047252655
430,0.6737198233604431
440,0.5141832232475281
450,0.6313893795013428
460,0.7250114679336548
470,0.7650364637374878
480,0.9025962948799133
490,0.8756046295166016
500,0.6314930319786072
510,0.5795277953147888
520,0.6331206560134888
530,0.713948667049408
540,0.6639354228973389
550,0.7643685340881348
560,0.6044332981109619
570,0.9400388598442078
580,0.6078029870986938
590,0.8665313720703125
600,0.8374059796333313
610,0.8687469363212585
620,0.7940033674240112
630,0.8841537833213806
640,0.7658414244651794
650,0.7516617774963379
660,0.6501951217651367
670,0.8624626398086548
680,0.6790786385536194
690,0.7318248152732849
700,0.7562832236289978
710,0.8113687634468079
720,0.6930893063545227
730,0.8618122339248657
740,0.8562158942222595
750,0.840109646320343
760,0.8791337013244629
770,0.863270103931427
780,0.8672172427177429
790,0.8545808792114258
800,0.830758273601532
810,0.8930529952049255
820,0.9201148152351379
830,0.7690145969390869
840,0.7898026704788208
850,0.6157425045967102
860,0.6973026394844055
870,0.6511576771736145
880,0.8601991534233093
890,0.7202310562133789
900,0.9261070489883423
910,0.8685972094535828
920,0.8995968103408813
930,0.7097552418708801
940,0.7354776263237
950,0.7318816184997559
960,0.9203840494155884
970,0.8784360885620117
980,0.9220733642578125
990,0.8680183291435242
1000,0.8099263310432434
1010,0.7627429366111755
1020,0.7246189713478088
1030,0.7631844282150269
1040,0.8301095366477966
1050,0.7367308735847473
1060,0.7547654509544373
1070,0.6765658259391785
1080,0.7394751310348511
1090,0.8219190835952759
1100,0.7765879034996033
1110,0.9075793623924255
1120,0.8046045303344727
1130,0.740369975566864
1140,0.6342422962188721
1150,0.7458245754241943
1160,0.8156396746635437
1170,0.8275136947631836
1180,0.8334928750991821
1190,0.7792854905128479
1200,0.9651098251342773
1210,0.9004136919975281
1220,0.776495635509491
1230,0.7785150408744812
1240,0.7770357728004456
1250,0.9029417037963867
1260,0.898411750793457
1270,0.7720378637313843
1280,0.6925951838493347
1290,0.8090144991874695
1300,0.6870849132537842
1310,0.8657434582710266
1320,0.7887958884239197
1330,0.8867548108100891
1340,0.8340844511985779
1350,0.8497268557548523
1360,0.8074043393135071
1370,0.8526458740234375
1380,0.6807693839073181
1390,0.7220280170440674
1400,0.6830642819404602
1410,0.6634189486503601
1420,0.6527431607246399
1430,0.6410443186759949
1440,0.5587531924247742
1450,0.7776570320129395
1460,0.7442877292633057
1470,0.7862915992736816
1480,0.8760306239128113
1490,0.8037559390068054
1500,0.8654207587242126
1510,0.7877725958824158
1520,0.786444365978241
1530,0.8253023028373718
1540,0.8323438763618469
1550,0.7893049120903015
1560,0.7752357125282288
1570,0.8068023920059204
1580,0.7692610025405884
1590,0.8067665100097656
1600,0.8747308850288391
1610,0.8208816647529602
1620,0.8607093691825867
1630,0.853390634059906
1640,0.8067978024482727
1650,0.7294751405715942
1660,0.8460466265678406
