metric,mean,std,median,p90,count
ms_per_step,17.056341750107094,5.683245271020528,15.720499992312398,22.61385999736376,4000
samples_per_sec,61.33402939791192,11.441856835895091,63.6112084186701,74.29674418998154,4000
