metric,mean,std,median,p90,count
ms_per_step,31.66794774544527,9.188588065963293,29.75624999817228,42.37675999320345,3992
samples_per_sec,33.328202343211395,7.143419915916286,33.60638603592959,42.705623310907846,3992
