metric,mean,std,median,p90,count
ms_per_step,26.73288146298457,7.03856266035477,25.073600001633167,33.945679997850675,3992
samples_per_sec,38.68909849429702,6.338802144329561,39.882585807931314,45.981218526666495,3992
