step,horizon,mse_base,mse_corrected
0,1,0.48574507236480713,0.27574507236480713
0,2,0.4307752251625061,0.2207752251625061
0,3,1.2458686828613281,1.0358686828613281
0,4,0.6915976405143738,0.4815976405143738
0,5,0.9372984170913696,0.7272984170913696
0,6,0.7975873351097107,0.5875873351097107
0,7,0.6088736653327942,0.3988736653327942
0,8,0.8372166156768799,0.6272166156768799
0,9,1.5547484159469604,1.3447484159469604
0,10,2.5929150581359863,2.3829150581359863
10,1,0.7828730940818787,0.5728730940818787
10,2,1.3875192403793335,1.1775192403793335
10,3,0.2998523712158203,0.0898523712158203
10,4,1.0194185972213745,0.8094185972213745
10,5,1.8789242506027222,1.6689242506027222
10,6,1.499053716659546,1.289053716659546
10,7,1.7361754179000854,1.5261754179000854
10,8,0.8667945861816406,0.6567945861816406
10,9,3.674302577972412,3.464302577972412
10,10,1.2504045963287354,1.0404045963287354
20,1,0.2789570093154907,0.0689570093154907
20,2,0.27943047881126404,0.06943047881126404
20,3,0.5617103576660156,0.3517103576660156
20,4,1.3108707666397095,1.1008707666397095
20,5,1.4864596128463745,1.2764596128463745
20,6,1.5953764915466309,1.3853764915466309
20,7,1.0725538730621338,0.8625538730621338
20,8,1.1781456470489502,0.9681456470489502
20,9,0.993374764919281,0.783374764919281
20,10,2.1024675369262695,1.8924675369262695
30,1,1.1243348121643066,0.9143348121643066
30,2,1.1002558469772339,0.8902558469772339
30,3,1.2617313861846924,1.0517313861846924
30,4,1.5189369916915894,1.3089369916915894
30,5,0.7652620077133179,0.5552620077133179
30,6,1.4400266408920288,1.2300266408920288
30,7,1.1842045783996582,0.9742045783996582
30,8,1.506943702697754,1.296943702697754
30,9,1.3495309352874756,1.1395309352874756
30,10,2.0238001346588135,1.8138001346588135
40,1,0.8354860544204712,0.6254860544204712
40,2,1.1482747793197632,0.9382747793197632
40,3,0.6606963872909546,0.4506963872909546
40,4,0.8337609767913818,0.6237609767913818
40,5,0.42989492416381836,0.21989492416381836
40,6,0.9563292860984802,0.7463292860984802
40,7,0.4565129280090332,0.2465129280090332
40,8,1.0312817096710205,0.8212817096710205
40,9,1.1076712608337402,0.8976712608337402
40,10,1.733911395072937,1.523911395072937
50,1,0.6508245468139648,0.4408245468139648
50,2,0.358534038066864,0.148534038066864
50,3,0.6477090120315552,0.4377090120315552
50,4,0.7559081315994263,0.5459081315994263
50,5,0.2312423437833786,0.0212423437833786
50,6,0.9244069457054138,0.7144069457054138
50,7,1.4208101034164429,1.2108101034164429
50,8,0.855966329574585,0.645966329574585
50,9,0.5305812358856201,0.3205812358856201
50,10,0.4675811231136322,0.2575811231136322
60,1,0.6474136114120483,0.4374136114120483
60,2,0.5611761808395386,0.3511761808395386
60,3,0.28994351625442505,0.07994351625442505
60,4,1.1326406002044678,0.9226406002044678
60,5,0.7387134432792664,0.5287134432792664
60,6,0.6376074552536011,0.4276074552536011
60,7,0.948485791683197,0.738485791683197
60,8,0.7515057325363159,0.5415057325363159
60,9,0.7597837448120117,0.5497837448120117
60,10,1.566792368888855,1.356792368888855
70,1,1.2332440614700317,1.0232440614700317
70,2,2.090770721435547,1.880770721435547
70,3,1.0212979316711426,0.8112979316711426
70,4,0.38619479537010193,0.17619479537010193
70,5,1.485191822052002,1.275191822052002
70,6,0.3639206290245056,0.1539206290245056
70,7,0.31299903988838196,0.10299903988838196
70,8,0.7756235599517822,0.5656235599517822
70,9,1.7060835361480713,1.4960835361480713
70,10,1.144457221031189,0.934457221031189
80,1,0.26026809215545654,0.02031121492385864
80,2,0.3440951704978943,0.1618019723892212
80,3,0.3399598002433777,0.12216971158981323
80,4,0.8745332956314087,0.5914774322509766
80,5,0.3557177484035492,0.1730513656139374
80,6,0.9812177419662476,0.6631650710105896
80,7,0.5172067880630493,0.3206646823883057
80,8,0.8590774536132812,0.6464958572387695
80,9,1.6218044757843018,1.4095487976074219
80,10,1.0551400184631348,0.8353239679336548
90,1,0.34457772970199585,0.1427899384498596
90,2,0.26191437244415283,0.02291300237178802
90,3,1.7208538055419922,1.5971956634521484
90,4,0.4733756482601166,0.2459362530708313
90,5,0.6130350232124329,0.3828625464439392
90,6,1.2194421291351318,1.1237459564208984
90,7,1.2382011413574219,1.0582669162750244
90,8,1.1051846742630005,0.8777591371536255
90,9,1.005232334136963,0.8037815475463867
90,10,0.3759056031703949,0.19888434648513794
100,1,0.6894359588623047,0.5031593227386475
100,2,0.7413384318351746,0.5552214765548706
100,3,0.42153632640838623,0.1745159411430359
100,4,0.4192519187927246,0.23126129150390625
100,5,0.16353464126586914,-0.0524433469772339
100,6,0.46390801668167114,0.3168533229827881
100,7,0.3975118100643158,0.2355098509788513
100,8,1.9466328620910645,1.861075439453125
100,9,0.1767239272594452,-0.02373442709445953
100,10,0.7055997848510742,0.5212482595443726
110,1,0.37787818908691406,0.209503778219223
110,2,0.5634068250656128,0.2771383309364319
110,3,0.9024192094802856,0.7670129919052124
110,4,2.024458408355713,1.7291162395477295
110,5,0.2634729743003845,-0.02876462697982788
110,6,1.7664642333984375,1.4061683797836304
110,7,0.49929913878440857,0.2345962607860565
110,8,1.1655164957046509,0.9820527219772339
110,9,0.3494749665260315,0.1588870072364807
110,10,0.682933509349823,0.410938241481781
120,1,0.5481357574462891,0.3698256397247314
120,2,1.1623618602752686,0.9862718963623047
120,3,0.5335500836372375,0.3306036376953125
120,4,1.0382518768310547,0.8381624603271484
120,5,0.5936686396598816,0.3590784454345703
120,6,0.48486459255218506,0.2871526265144348
120,7,1.0600709915161133,0.850701847076416
120,8,1.4027235507965088,1.2646893644332886
120,9,1.012418270111084,0.8134407186508179
120,10,0.9330147504806519,0.7002199077606201
130,1,1.1656291484832764,0.9738033199310303
130,2,1.8856360912322998,1.7318659210205078
130,3,0.45100435614585876,0.28193522334098816
130,4,0.9960440397262573,0.8359239482879639
130,5,0.648849368095398,0.4211609745025635
130,6,1.383446455001831,1.250381269454956
130,7,0.665071427822113,0.4704491877555847
130,8,1.1620147228240967,1.021926441192627
130,9,0.9472674131393433,0.6991460704803467
130,10,2.2298383712768555,2.001397171020508
140,1,0.7366599440574646,0.4473553085327148
140,2,2.42453932762146,2.239444532394409
140,3,1.0025272369384766,0.8117671394348145
140,4,1.8626344203948975,1.5820114994049072
140,5,1.9362272024154663,1.732101240158081
140,6,0.715668797492981,0.4686445379257202
140,7,1.1564202308654785,0.9134440803527832
140,8,3.7395148277282715,3.3569422149658203
140,9,1.128279685974121,1.0606537246704102
140,10,0.5000894665718079,0.2919572377204895
150,1,1.0094890594482422,0.8266761684417725
150,2,3.2902207374572754,2.7990720653533936
150,3,0.967499852180481,0.833792724609375
150,4,1.2238572835922241,0.925366439819336
150,5,1.593808889389038,1.4331388854980469
150,6,1.036903977394104,0.9092657947540283
150,7,1.1558153629302979,0.9587043905258179
150,8,1.527073860168457,1.358540334701538
150,9,0.5802226066589355,0.3719286704063416
150,10,1.2000257968902588,1.0485302591323853
160,1,0.7815036177635193,0.6169933462142944
160,2,0.7924606800079346,0.5030312323570251
160,3,0.5210701823234558,0.3894133949279785
160,4,0.7241891622543335,0.4612271571159363
160,5,1.6842994689941406,1.323793330192566
160,6,1.8253711462020874,1.5981735372543335
160,7,2.2336959838867188,2.018152275085449
160,8,4.080920696258545,3.7669034385681152
160,9,1.3697437047958374,1.1969494009017944
160,10,3.5600290298461914,3.2501683616638184
170,1,1.2847495079040527,1.1318328762054443
170,2,1.3855538368225098,1.1149878883361816
170,3,0.9392991065979004,0.7874329471588135
170,4,0.7832403182983398,0.6202361965179443
170,5,0.7332410216331482,0.5176798486709595
170,6,1.7596430778503418,1.5739688062667847
170,7,1.251753807067871,1.0673211002349854
170,8,1.4280920028686523,1.2059846305847168
170,9,1.9977359771728516,1.760167875289917
170,10,2.813781261444092,2.5498838806152344
180,1,2.2599658966064453,2.0195799255371094
180,2,2.916461944580078,2.6523204231262207
180,3,1.2784950733184814,0.9509113216400146
180,4,1.2269612550735474,0.9317139768600464
180,5,2.489859104156494,2.2318444633483887
180,6,3.103174924850464,2.682939329147339
180,7,1.134244680404663,0.8651757621765137
180,8,1.1531574726104736,0.952405252456665
180,9,1.0738229751586914,0.8241671705245972
180,10,2.21384334564209,1.924122371673584
190,1,2.0411341190338135,1.8396349334716797
190,2,1.2257843017578125,1.0126941585540771
190,3,1.3918079137802124,1.2031252765655518
190,4,1.9931676387786865,1.8175044441223145
190,5,1.4558309316635132,1.2644360446929932
190,6,1.7970647811889648,1.5817649745941162
190,7,0.6727415919303894,0.4913722658157349
190,8,0.6334494352340698,0.4573005819320679
190,9,1.3854211568832397,1.077780523300171
190,10,1.3767640590667725,1.0207746410369873
200,1,0.7184998989105225,0.5044358158111572
200,2,1.6040410995483398,1.4056247854232788
200,3,1.526025652885437,1.2935724639892578
200,4,1.0589747428894043,0.9080639266967773
200,5,1.4478524923324585,1.1603125715255737
200,6,1.3383468389511108,1.0803062105178833
200,7,1.125993251800537,0.8827715301513672
200,8,1.548580527305603,1.2023189449310303
200,9,0.9911271929740906,0.7329064989089966
200,10,1.9737160205841064,1.6520531558990479
210,1,0.17971597611904144,-0.034432373046875
210,2,1.196528434753418,1.010879077911377
210,3,1.3269520998001099,1.160360255241394
210,4,2.0296738147735596,1.8828709506988525
210,5,1.215446949005127,1.003718295097351
210,6,1.9836180210113525,1.6953003787994385
210,7,0.7544576525688171,0.4496378087997437
210,8,1.743924856185913,1.6219294452667236
210,9,1.564260721206665,1.258088150024414
210,10,2.0875442028045654,1.8614735984802246
220,1,1.357555866241455,1.2645988845825195
220,2,2.202177047729492,2.0323768043518066
220,3,3.2212464809417725,3.3403623485565186
220,4,2.791543483734131,2.694771327972412
220,5,1.25052809715271,1.0641692066192627
220,6,1.6665353775024414,1.3804655456542969
220,7,2.6830506324768066,2.6356411361694336
220,8,1.8221063613891602,1.6182341957092285
220,9,2.0399880409240723,1.782748498916626
220,10,2.8246521949768066,2.5176408672332764
230,1,2.801241874694824,2.569045581817627
230,2,0.7628468871116638,0.4746617460250854
230,3,1.4625449180603027,1.1572211170196533
230,4,1.2931532859802246,1.0236655855178833
230,5,1.425647258758545,1.1647422695159912
230,6,1.0426113605499268,0.6869178199768066
230,7,1.0978872776031494,0.8351158285140991
230,8,0.5383801460266113,0.3857716703414917
230,9,1.2017734050750732,0.9474056148529053
230,10,1.7642916440963745,1.5459523582458496
240,1,1.8381950855255127,1.6567925596237183
240,2,0.7779275178909302,0.5744253778457642
240,3,1.0258727073669434,0.9190655136108398
240,4,0.5683343410491943,0.4286973261833191
240,5,1.1816461086273193,1.0803070449829102
240,6,1.1030445098876953,0.9660410070419312
