step,horizon,mse_base,mse_corrected
0,1,0.40788039565086365,0.05788039565086365
0,2,0.4305931031703949,0.0805931031703949
0,3,1.339909315109253,0.989909315109253
0,4,0.6742806434631348,0.3242806434631348
0,5,0.8979781866073608,0.5479781866073608
0,6,0.769778847694397,0.419778847694397
0,7,0.5850521326065063,0.2350521326065063
0,8,0.7385292053222656,0.3885292053222656
0,9,1.6288444995880127,1.2788444995880127
0,10,2.875356674194336,2.525356674194336
0,11,1.2952852249145508,0.9452852249145508
0,12,2.3533241748809814,2.0033241748809814
0,13,0.8991143107414246,0.5491143107414246
0,14,1.7036899328231812,1.3536899328231812
0,15,2.449162006378174,2.099162006378174
0,16,1.5494621992111206,1.1994621992111206
0,17,1.9530752897262573,1.6030752897262573
0,18,1.922432780265808,1.572432780265808
0,19,3.208881378173828,2.858881378173828
0,20,2.2418410778045654,1.8918410778045654
0,21,0.7638922929763794,0.4138922929763794
0,22,1.0487669706344604,0.6987669706344604
0,23,1.7746989727020264,1.4246989727020264
0,24,1.0278362035751343,0.6778362035751343
10,1,0.8108948469161987,0.4608948469161987
10,2,1.6431211233139038,1.2931211233139038
10,3,0.2844942808151245,-0.0655057191848755
10,4,1.0019707679748535,0.6519707679748535
10,5,1.8976306915283203,1.5476306915283203
10,6,1.3462462425231934,0.9962462425231934
10,7,1.8114889860153198,1.4614889860153198
10,8,0.9443869590759277,0.5943869590759277
10,9,3.2046477794647217,2.8546477794647217
10,10,1.3457927703857422,0.9957927703857422
10,11,0.2960876524448395,-0.0539123475551605
10,12,0.5568026304244995,0.2068026304244995
10,13,1.1569088697433472,0.8069088697433472
10,14,0.6327789425849915,0.2827789425849915
10,15,2.5742485523223877,2.2242485523223877
10,16,0.9351798295974731,0.5851798295974731
10,17,1.6699104309082031,1.3199104309082031
10,18,2.0375332832336426,1.6875332832336426
10,19,1.8691333532333374,1.5191333532333374
10,20,2.604930877685547,2.254930877685547
10,21,0.49918532371520996,0.14918532371520996
10,22,3.029155731201172,2.679155731201172
10,23,0.5916372537612915,0.2416372537612915
10,24,2.7154340744018555,2.3654340744018555
20,1,0.19953599572181702,-0.15046400427818298
