metric,mean,std,median,p90,count
ms_per_step,32.82117619400036,8.111364451920421,31.313749997934792,41.3356599980034,3978
samples_per_sec,31.533634605009656,5.473157240275807,31.934852961545946,37.83582129561976,3978
