metric,mean,std,median,p90,count
ms_per_step,26.372497175005265,7.649245322940533,24.68159999261843,34.08295000263024,4000
samples_per_sec,39.65154931224752,7.484796006727738,40.51601195067231,48.99388653991516,4000
