metric,mean,std,median,p90,count
ms_per_step,28.839511673494396,8.101025052254034,27.152199996635318,37.30297000874998,3992
samples_per_sec,36.049164668127894,6.431804295875616,36.82942864046116,44.07111317689406,3992
