step,mean_similarity
0,nan
10,nan
20,nan
30,nan
40,nan
50,nan
60,nan
70,nan
80,nan
90,0.6109070181846619
100,0.5702921152114868
110,0.6095172166824341
120,0.7073899507522583
130,0.8108342289924622
140,0.9244562387466431
150,0.8456465005874634
160,0.8285539746284485
170,0.8779649138450623
180,0.8481253981590271
190,0.8945940136909485
200,0.9011639952659607
210,0.8572896122932434
220,0.8528005480766296
230,0.8205233812332153
240,0.7881585955619812
250,0.7754718661308289
260,0.7617527842521667
270,0.7780536413192749
280,0.7165634632110596
290,0.8025814890861511
300,0.6682943105697632
310,0.6178338527679443
320,0.639377772808075
330,0.7521295547485352
340,0.7150415778160095
350,0.7163813710212708
360,0.638326108455658
370,0.7274808287620544
380,0.743885338306427
390,0.8160368204116821
400,0.8246186375617981
410,0.6221678256988525
420,0.69491046667099
430,0.5955449938774109
440,0.6325131058692932
450,0.5641486048698425
460,0.4947504997253418
470,0.5333146452903748
480,0.6619935631752014
490,0.6795066595077515
500,0.6697837710380554
510,0.681537389755249
520,0.6240236163139343
530,0.4497590959072113
540,0.6838558316230774
550,0.5917900204658508
560,0.6260595321655273
570,0.7568286657333374
580,0.7420067191123962
590,0.7278510332107544
600,0.7312096357345581
610,0.7674441933631897
620,0.8631684184074402
630,0.8749109506607056
640,0.8764907121658325
650,0.8676590919494629
660,0.7866477966308594
670,0.8058130145072937
680,0.709406852722168
690,0.7071360945701599
700,0.6236981749534607
710,0.7205433249473572
720,0.8183698654174805
730,0.770797848701477
740,0.7852940559387207
750,0.7590842843055725
760,0.8513429760932922
770,0.8794369697570801
780,0.9037875533103943
790,0.7883163690567017
800,0.8082186579704285
810,0.8194010853767395
820,0.8264875411987305
830,0.8511573076248169
840,0.8283557295799255
850,0.8067659735679626
860,0.7740271687507629
870,0.6571125388145447
880,0.5875630974769592
890,0.6314104199409485
900,0.7304130792617798
910,0.8392082452774048
920,0.8282990455627441
930,0.7947221398353577
940,0.6649557948112488
950,0.7822296023368835
960,0.6910814642906189
970,0.6845150589942932
980,0.7183243036270142
990,0.7172228097915649
1000,0.7051748633384705
1010,0.6632243990898132
1020,0.6307088136672974
1030,0.6906010508537292
1040,0.5221320986747742
1050,0.7290526628494263
1060,0.8231913447380066
1070,0.8586454391479492
1080,0.7266385555267334
1090,0.7190932631492615
1100,0.7570164799690247
1110,0.7447390556335449
1120,0.6947658658027649
1130,0.7283711433410645
1140,0.8125990033149719
1150,0.6828406453132629
1160,0.6549129486083984
1170,0.6123535633087158
1180,0.6554743647575378
1190,0.8187734484672546
1200,0.7717388868331909
1210,0.8608415722846985
1220,0.7238077521324158
1230,0.7504517436027527
1240,0.8428123593330383
1250,0.7311945557594299
1260,0.7134307026863098
1270,0.6848263144493103
1280,0.6997448801994324
1290,0.7225877046585083
1300,0.7029852271080017
1310,0.6802449226379395
1320,0.7395234107971191
1330,0.6962497234344482
1340,0.8413650393486023
1350,0.8516626358032227
1360,0.8744632005691528
1370,0.8286876678466797
1380,0.7603456377983093
1390,0.8580043911933899
1400,0.8905728459358215
1410,0.7511268854141235
1420,0.7384313344955444
1430,0.6821296811103821
1440,0.7537662386894226
1450,0.6144132018089294
1460,0.6007993817329407
1470,0.597009003162384
1480,0.7848419547080994
1490,0.7956111431121826
1500,0.8530872464179993
1510,0.712216317653656
1520,0.786622941493988
1530,0.8057314157485962
1540,0.8396645784378052
1550,0.8493132591247559
1560,0.8361291289329529
1570,0.6200356483459473
1580,0.8869692087173462
1590,0.6046428680419922
1600,0.7905911803245544
1610,0.8479612469673157
1620,0.8307248950004578
1630,0.8592972159385681
1640,0.8886439204216003
1650,0.850055992603302
1660,0.7836613059043884
1670,0.8038894534111023
