metric,mean,std,median,p90,count
ms_per_step,18.230972699791877,6.2333062378977235,16.82864999747835,23.978919992805462,3978
samples_per_sec,57.15918506912583,10.145296833311479,59.4224729944868,68.55428610418538,3978
