metric,mean,std,median,p90,count
ms_per_step,38.79665495001609,8.8990766243727,36.990000000514556,49.75499000574928,4000
samples_per_sec,26.79158933849334,4.953385635409349,27.034333604091003,33.20223983050063,4000
