step,ms_per_step,samples_per_sec
0,357.5087000062922,2.7971347270217475
1,35.78030000790022,27.948340281641066
2,30.837799989967607,32.42773480356341
3,38.82389998761937,25.757329900367864
4,34.953399997903034,28.609520105626153
5,36.897800004226156,27.101886830257175
6,33.169999995152466,30.147723851255414
7,30.698600006871857,32.5747753896318
8,27.11579999595415,36.878867676749586
9,25.122999999439344,39.80416351639201
10,33.458399993833154,29.887860751987954
11,29.768299995339476,33.59278158835271
12,35.25220000301488,28.367023899628304
13,28.65560000645928,34.89719286193935
14,26.0409000038635,38.401130523585486
15,27.91659999638796,35.82098106966417
16,31.029199992190115,32.22770810242271
17,26.28569999069441,38.043498950152255
18,22.114300008979626,45.21960901289866
19,20.494099997449666,48.794531115025414
20,21.564799986663274,46.37186529058692
21,20.282700003008358,49.30310066468856
22,21.24849999381695,47.06214557691073
23,20.368099998449907,49.09638110948512
24,23.623799992492422,42.33019244650722
25,22.322300006635487,44.798251062961334
26,26.996000000508502,37.04252481779389
27,39.80790000059642,25.120641882265016
28,23.4063999960199,42.72335772139429
29,25.416099990252405,39.34513951328176
30,25.713499999255873,38.89007719792868
31,30.02250001009088,33.30835205808608
32,41.724900002009235,23.966504412277697
33,35.95929998846259,27.809217652202527
34,34.436299989465624,29.03912442120405
35,26.608000000123866,37.58268190000544
36,27.788400009740144,35.986238849645495
37,25.836999993771315,38.704183931612654
38,25.542700008372776,39.15012898684183
39,30.35910001199227,32.93905285746238
40,27.372900003683753,36.532482852216
41,28.90369998931419,34.59764668086452
42,28.606599997146986,34.9569679759123
43,26.748699994641356,37.384994418432775
44,31.459499994525686,31.7869006237865
45,28.139500005636364,35.53723412994898
46,31.26920000067912,31.98035127148381
47,28.645999991567805,34.90888781311033
48,27.59939999668859,36.23267172909488
49,28.557599987834692,35.01694821784716
50,38.12889999244362,26.226825326672937
51,37.98639999877196,26.325211129044302
52,32.06810000119731,31.183637320660207
53,29.37720000045374,34.04000381195467
54,28.419800000847317,35.18673600694536
55,24.51239999209065,40.79567893485205
56,24.560099991504103,40.71644660835757
57,27.465499995741993,36.40931350803849
58,24.113599996780977,41.470373570661124
59,22.601999997277744,44.24387222902589
60,21.84260000649374,45.78209552446609
61,23.38179999787826,42.76830697768107
62,21.355300006689504,46.82678303216307
63,20.67220000026282,48.37414498637234
64,20.48520000244025,48.8157303751429
65,24.08889999787789,41.512895984793616
66,24.2428000055952,41.24936062538987
67,22.468200011644512,44.50734814011508
68,22.034800000255927,45.382758181984194
69,21.488900005351752,46.535653279179144
70,23.010000004433095,43.45936548489094
71,20.748800001456402,48.19555829396437
72,24.89919999788981,40.161932916910956
73,23.498300011851825,42.5562700065805
74,24.545399995986372,40.74083128258324
75,25.098600002820604,39.842859756624634
76,26.375500005087815,37.91397318750737
77,26.889300002949312,37.18951404054091
78,26.79500001249835,37.32039557878547
79,25.183200006722473,39.70901234684461
80,25.619199994252995,39.033225089945205
81,25.56939999340102,39.1092477828217
82,23.85830000275746,41.91413469880182
83,23.75400000892114,42.098172923483894
84,23.008899996057153,43.46144318812989
85,24.051599990343675,41.57727554098204
86,31.0516000026837,32.20445967079226
87,28.9275999966776,34.56906207617819
88,24.290500005008653,41.168357991552334
89,32.14069998648483,31.113199165559557
90,24.841999998898245,40.25440785944571
91,26.892299996688962,37.18536533220001
92,33.44430000288412,29.900461361540337
93,29.81279999949038,33.54263940378274
94,34.50880000309553,28.978115724403555
95,34.27869999723043,29.172634903913963
96,27.62300000176765,36.20171595901995
97,29.608400000142865,33.774199213573674
98,34.00119999423623,29.41072668522042
99,34.02310000092257,29.391795573386435
100,36.16019999026321,27.65471430659311
101,27.99109999614302,35.72564136949934
102,27.577400003792718,36.26157650331322
103,31.687399998190813,31.558284998361962
104,40.1378999958979,24.914108613111306
105,30.39869999338407,32.896143592246986
106,27.044399990700185,36.9762316909923
107,35.222299993620254,28.391104504280754
108,29.46529998735059,33.938225656256634
109,27.98889999394305,35.7284495002092
110,28.086100006476045,35.604800943150586
111,34.92190000542905,28.63532625213798
112,25.937800004612654,38.55377093747985
113,25.307699994300492,39.513665810216196
114,28.28139999473933,35.358928489608424
115,28.002700011711568,35.71084215385552
116,31.86390000337269,31.38347785092701
117,24.340999996638857,41.08294647459372
118,23.41740000701975,42.70328899451833
119,29.751999987638555,33.611185816599985
120,34.73890000896063,28.78617341775525
121,24.884800004656427,40.18517327094776
122,27.51469999202527,36.34420874259342
123,31.94919999805279,31.2996882570126
124,31.121299994993024,32.13233380870612
125,30.106000005616806,33.21597023229364
126,30.72049999900628,32.55155352394483
127,27.290799989714287,36.64238499336381
128,37.23050000553485,26.859698361594273
129,39.446299997507595,25.350920113247245
130,32.61270000075456,30.6629012616822
131,41.6170999960741,24.028584406273712
132,33.29309998662211,30.03625377035547
133,36.64740000385791,27.28706538239354
134,28.009999994537793,35.70153517297427
135,28.728199991746806,34.80900301053618
136,44.73619999771472,22.353262012667223
137,45.74639999191277,21.859643604235174
138,24.683900002855808,40.51223671641454
139,25.691400005598553,38.923530822846736
140,43.17780000565108,23.160049837396087
141,39.93379999883473,25.041443589870738
142,43.6902000074042,22.888428064658196
143,29.84160000050906,33.510267545404446
144,29.806000005919486,33.550291880876316
145,35.68079999240581,28.02627744369064
146,36.348800000268966,27.511224579424916
147,35.2569999959087,28.363161928582755
148,27.11720000661444,36.87696368932189
149,27.40839999751188,36.485165135169495
150,28.01930000714492,35.68968531494363
151,26.947699996526353,37.108918391139255
152,29.699100006837398,33.67105399725169
153,31.281399991712533,31.96787868397619
154,29.618500004289672,33.76268210257674
155,26.928399995085783,37.135514927826826
156,33.06990000419319,30.238978644422943
157,32.9937000060454,30.308816526087437
158,41.38119998970069,24.16556311196603
159,30.08630000113044,33.237719492341256
160,41.63349998998456,24.019119224676334
161,36.354899988509715,27.506608471376865
162,27.79279999958817,35.98054172356934
163,24.404399999184534,40.976217404788265
164,25.50649999466259,39.20569267477924
165,27.384400003938936,36.51714114080138
166,26.998900008038618,37.038546003809834
167,25.180800002999604,39.712797046991255
168,37.03310000128113,27.002870404189924
169,26.780300002428703,37.340881166727414
170,47.42069999338128,21.08783717109985
171,34.53879999869969,28.952945673782757
172,38.91680001106579,25.69584343305861
173,42.9193000018131,23.299541231048867
174,30.49210000608582,32.795379780350096
175,38.19429999566637,26.181917200039344
176,42.47870000835974,23.541210060646904
177,31.759299992700107,31.486840082427843
178,30.87430000596214,32.38939829589302
179,30.5551000055857,32.72776066244891
180,31.790000008186325,31.45643283241546
181,38.82560000056401,25.756202093089954
182,27.980400001979433,35.73930322401597
183,28.883199993288144,34.622202534081374
184,39.007600003969856,25.636029899256265
185,28.930700005730614,34.56535790015172
186,27.14469999773428,36.83960405101063
187,35.15219999826513,28.447721623379277
188,29.670199990505353,33.70385101280093
189,29.941199987661093,33.398794985241224
190,30.851600007736124,32.413229775740874
191,27.277499990304932,36.66025113575011
192,26.33310000237543,37.97502002839745
193,28.238200000487268,35.41302207586689
194,40.37550000066403,24.767495138971743
195,30.470799989416264,32.81830474904959
196,38.930800001253374,25.6866028945669
197,28.906599996844307,34.59417572835161
198,27.643499997793697,36.174869321171805
199,38.65619999123737,25.869071461413203
200,28.628600004594773,34.930104854568654
201,27.763600010075606,36.01838377001156
202,26.41099999891594,37.863011625498686
203,35.35419999388978,28.285182529171323
204,29.05290000489913,34.41997183865887
205,36.62310000800062,27.305170774225605
206,32.69579999323469,30.58496810620682
207,40.50010000355542,24.691297056358184
208,31.830499996431172,31.41640879383358
209,34.97079999942798,28.595285209842412
210,30.19089999725111,33.12256342444413
211,27.47770000132732,36.39314789635576
212,32.90710000146646,30.38857875520591
213,27.173900001798756,36.800017661572525
214,35.36159999202937,28.27926338812168
215,27.30060000612866,36.629231583756834
216,26.483299996471033,37.759644762293696
217,28.935800000908785,34.55926568363733
218,31.197799995425157,32.053542241652934
219,31.210000001010485,32.041012494957485
220,27.453299990156665,36.425493487433144
221,36.38640001008753,27.482795762228925
222,32.25640000891872,31.001599673971846
