metric,mean,std,median,p90,count
ms_per_step,27.234596958230686,6.993410242150541,25.46585000527557,34.72003000642872,3978
samples_per_sec,38.02696070724735,6.400833864836991,39.268274990240826,45.55196454162359,3978
