step,method,mse,rolling_mse
0,clser,1.4384076595306396,1.4384076595306396
1,clser,1.4710460901260376,1.4547268748283386
2,clser,1.4276564121246338,1.445703387260437
3,clser,1.3001962900161743,1.4093266129493713
4,clser,1.4504928588867188,1.4175598621368408
5,clser,1.4647107124328613,1.4254183371861775
6,clser,1.581041693687439,1.4476502452577864
7,clser,1.5892494916915894,1.4653501510620117
8,clser,1.6566753387451172,1.4866085052490234
9,clser,1.5799219608306885,1.49593985080719
10,clser,1.4904333353042603,1.4954392584887417
11,clser,1.6059942245483398,1.5046521723270416
12,clser,1.6796746253967285,1.5181154379477868
13,clser,1.7743473052978516,1.5364177141870772
14,clser,1.7409244775772095,1.550051498413086
15,clser,1.5747051239013672,1.5515923500061035
16,clser,1.5091434717178345,1.5490953571656172
17,clser,1.57127845287323,1.5503277513715956
18,clser,1.5191593170166016,1.5486873074581748
19,clser,1.3762993812561035,1.5400679111480713
20,clser,1.4234411716461182,1.5345142568860735
21,clser,1.4411683082580566,1.5302712592211636
22,clser,1.5930126905441284,1.5329991475395535
23,clser,1.6471096277236938,1.5377537508805592
24,clser,1.643709421157837,1.5419919776916504
25,clser,1.6570185422897339,1.5464160763300383
26,clser,1.7774044275283813,1.5549712004484955
27,clser,1.7764707803726196,1.5628818997314997
28,clser,1.6617769002914429,1.5662920721646012
29,clser,1.568851113319397,1.566377373536428
30,clser,1.5201947689056396,1.564887612096725
31,clser,1.6595187187194824,1.5678448341786861
32,clser,1.6531821489334106,1.5704308134136777
33,clser,1.7627471685409546,1.5760871767997742
34,clser,1.5374774932861328,1.5749840429850988
35,clser,1.4308274984359741,1.5709796945254009
36,clser,1.1996203660964966,1.5609429559192143
37,clser,1.147490382194519,1.5500626250317222
38,clser,1.0931669473648071,1.5383473512453911
39,clser,0.9628236889839172,1.5239592596888543
40,clser,0.8255053162574768,1.5069237976539425
41,clser,0.7523916363716125,1.4889587461948395
42,clser,0.8583880662918091,1.47429431177849
43,clser,0.8232081532478333,1.4594968990846113
44,clser,0.7654743790626526,1.4440741764174567
45,clser,0.754497230052948,1.4290833732356196
46,clser,0.7562017440795898,1.4147667428280444
47,clser,0.8860342502593994,1.4037514825661976
48,clser,0.9539740681648254,1.3945723516600472
49,clser,0.9183672070503235,1.3850482487678528
50,clser,0.9561033248901367,1.3766375639859367
51,clser,0.9459977746009827,1.3683560295746877
52,clser,0.9993063807487488,1.3613928286534436
53,clser,1.0317450761795044,1.355288240644667
54,clser,1.036183476448059,1.3494863358410922
55,clser,1.1330103874206543,1.345620693905013
56,clser,1.1811822652816772,1.342735809192323
57,clser,1.0454596281051636,1.3376103577942684
58,clser,1.0674302577972412,1.3330310340655052
59,clser,1.1128050088882446,1.3293606003125509
60,clser,1.2135306596755981,1.327461748826699
61,clser,1.2999569177627563,1.3270181225192161
62,clser,1.3410831689834595,1.3272413772249978
63,clser,1.2763731479644775,1.3264465611428022
64,clser,1.2077528238296509,1.3246205036456769
65,clser,1.1917496919631958,1.3226073095292756
66,clser,1.3865638971328735,1.3235618854636577
67,clser,1.2204350233078003,1.3220453139613657
68,clser,1.2813771963119507,1.3214559209519539
69,clser,1.1284795999526978,1.3186991163662503
70,clser,1.0625187158584595,1.3150909417112109
71,clser,0.8554477691650391,1.3087070087591808
72,clser,0.8317021727561951,1.302172695937222
73,clser,0.7870882153511047,1.2952120948482204
74,clser,0.8591232299804688,1.2893975766499837
75,clser,0.8249247670173645,1.2832860923127125
76,clser,0.8033555150032043,1.2770532276723292
77,clser,0.8385336995124817,1.2714311824395106
78,clser,0.8088787198066711,1.2655760879758038
79,clser,0.8116547465324402,1.2599020712077618
80,clser,0.8229746222496033,1.2545079051712413
81,clser,0.84380042552948,1.249499277370732
82,clser,0.8524356484413147,1.2447153782270042
83,clser,0.9117253422737122,1.240751211132322
