metric,mean,std,median,p90,count
ms_per_step,24.85142254976745,7.383397956146845,22.987149997788947,32.382809996488504,4000
samples_per_sec,41.89305997548339,7.454014318704351,43.50256643757365,50.641039609036824,4000
