step,mean_similarity
0,nan
10,nan
20,nan
30,nan
40,nan
50,nan
60,nan
70,nan
80,nan
90,nan
100,nan
110,nan
120,nan
130,nan
140,nan
150,nan
160,nan
170,nan
180,0.9612137079238892
190,0.9573999643325806
200,0.9490118026733398
210,0.949029266834259
220,0.9430587887763977
230,0.933123767375946
240,0.8675813674926758
250,0.8119778037071228
260,0.8623561859130859
270,0.8644986152648926
280,0.8729424476623535
290,0.8700451254844666
300,0.9104596972465515
310,0.9113977551460266
320,0.9151272773742676
330,0.9169641733169556
340,0.923312783241272
350,0.9219009280204773
360,0.9124111533164978
370,0.9126715064048767
380,0.9022175073623657
390,0.9102388620376587
400,0.9278898239135742
410,0.9305489659309387
420,0.9445075988769531
430,0.9829897880554199
440,0.9803348779678345
450,0.9815933108329773
460,0.9828001260757446
470,0.9807716608047485
480,0.9314675331115723
490,0.8841463327407837
500,0.9163827896118164
510,0.8200834393501282
520,0.5100671648979187
530,0.5509111881256104
540,0.7905449271202087
550,0.792751133441925
560,0.7951186895370483
570,0.7983400225639343
580,0.803259015083313
590,0.8081222772598267
600,0.8490209579467773
610,0.9802083969116211
620,0.9738947749137878
630,0.9706984758377075
640,0.9643387794494629
650,0.9635817408561707
660,0.6572521924972534
670,0.6769896745681763
680,0.688555896282196
690,0.6972509622573853
700,0.7129501700401306
710,0.7272005081176758
720,0.9335627555847168
730,0.9289204478263855
740,0.9263277053833008
750,0.9235159158706665
760,0.9183908700942993
770,0.911681592464447
780,0.9187237024307251
790,0.9727621078491211
800,0.9720705151557922
810,0.9712679982185364
820,0.9300684332847595
830,0.8808531165122986
840,0.9603456854820251
850,0.9593634009361267
860,0.9533894658088684
870,0.9500342607498169
880,0.9530027508735657
890,0.9558693766593933
900,0.7941716313362122
910,0.7961418032646179
920,0.7906362414360046
930,0.7912978529930115
940,0.790645182132721
950,0.7864888310432434
960,0.9582260251045227
970,0.9511882662773132
980,0.9573337435722351
990,0.9648033380508423
1000,0.9647011160850525
1010,0.9560232162475586
1020,0.7881201505661011
1030,0.7903347015380859
1040,0.7749118804931641
1050,0.7578244209289551
1060,0.7489440441131592
1070,0.7213084697723389
1080,0.9129771590232849
1090,0.9102279543876648
1100,0.900370717048645
1110,0.8596019744873047
1120,0.8005614280700684
1130,0.7739993333816528
1140,0.7180604934692383
1150,0.6998500823974609
1160,0.6869127154350281
1170,0.6793749928474426
1180,0.6705192923545837
1190,0.6660264134407043
1200,0.7275730967521667
1210,0.9778682589530945
1220,0.9697763323783875
1230,0.952035129070282
1240,0.9497472047805786
1250,0.9632324576377869
1260,0.7425127029418945
1270,0.7513813972473145
1280,0.7454869151115417
1290,0.7808775901794434
1300,0.7680821418762207
1310,0.7076364755630493
1320,0.9549779295921326
1330,0.9558229446411133
1340,0.9461803436279297
1350,0.9446199536323547
1360,0.9482318162918091
1370,0.9523195624351501
1380,0.9508659243583679
1390,0.9435896277427673
1400,0.9286229014396667
1410,0.931361198425293
1420,0.9018354415893555
1430,0.8794720768928528
1440,0.8245200514793396
1450,0.837460994720459
1460,0.8492494821548462
1470,0.8521909713745117
1480,0.8455995917320251
1490,0.839083194732666
1500,0.9082266092300415
1510,0.9059211611747742
1520,0.9075533151626587
1530,0.9033441543579102
1540,0.9031339883804321
1550,0.9037224054336548
1560,0.960621178150177
1570,0.9570615887641907
1580,0.9542866945266724
1590,0.901584267616272
1600,0.8795204162597656
1610,0.8908218741416931
1620,0.889845073223114
1630,0.8934172987937927
1640,0.9137919545173645
1650,0.9138457179069519
1660,0.9054401516914368
1670,0.9061461687088013
1680,0.9400221109390259
1690,0.9385795593261719
1700,0.9367839694023132
1710,0.9411185383796692
1720,0.9420567750930786
