step,ms_per_step,samples_per_sec
0,35.618699999758974,28.075140305703655
1,13.378999996348284,74.74400181425696
2,15.110699998331256,66.17827103379953
3,15.97020000917837,62.616623425209546
4,10.721400001784787,93.27140110746082
5,12.10769999306649,82.59206955678229
6,21.605900008580647,46.28365398353488
7,12.980100000277162,77.04100892740789
8,15.021300001535565,66.57213422924609
9,16.446299996459857,60.80394983766894
10,15.35169999988284,65.1393656733542
11,12.707299989415333,78.69492345604176
12,9.888000000501052,101.13268607901773
13,9.017099990160204,110.90040047146391
14,10.518399998545647,95.07149377645531
15,14.884600008372217,67.1835319348538
16,11.729599995305762,85.25439916111415
17,9.76910001190845,102.36357482071108
18,8.748000007472001,114.31184260926632
19,8.376600002520718,119.38017807930142
20,8.738000004086643,114.44266417169989
21,8.014300008653663,124.77696104715598
22,8.017100000870414,124.73338238158814
23,7.958699992741458,125.64866132810963
24,9.713899999042042,102.94526401328172
25,7.920200005173683,126.25943781050651
26,8.069600007729605,123.92187952836979
27,8.253300009528175,121.16365560994166
28,8.844700001645833,113.06205974356605
29,8.37860000319779,119.35168161964272
30,8.51169999805279,117.48534373024995
31,8.579600005759858,116.55555029706008
32,8.264399992185645,121.00091972140072
33,8.515099994838238,117.43843297274128
34,8.109299989882857,123.31520615189937
35,8.2237000024179,121.59976649269598
36,8.19039999623783,122.09415907151532
37,8.048899995628744,124.24057952553608
38,7.860400000936352,127.21998878948621
39,7.898399999248795,126.6079206035537
40,8.307299998705275,120.37605481394121
41,7.845600004657172,127.45997749138333
42,10.207300001638941,97.96910052995742
43,8.47700001031626,117.96626150560687
44,8.314399994560517,120.27326092733382
45,9.628599989810027,103.85725869371484
46,8.378800004720688,119.34883270117336
47,8.741999990888871,114.39029982180563
48,7.855499992729165,127.29934452620108
49,8.601999987149611,116.25203458426923
50,8.00889999663923,124.86109208750634
51,10.189699998591095,98.13831615634096
52,8.576299995183945,116.60039883884122
53,8.233700005803257,121.45208099580776
54,10.208000006969087,97.96238237826132
55,9.888900007354096,101.12348180852554
56,7.951799998409115,125.7576901079084
57,7.75910000083968,128.88092689767902
58,7.904500002041459,126.51021566724455
59,11.435599997639656,87.44622059239595
60,9.779599989997223,102.25367101137272
61,14.25889998790808,70.13163714227788
62,17.60580000700429,56.79946379046451
63,12.852299987571314,77.80708518841296
64,11.740500005544163,85.17524803268809
65,14.135899997199886,70.74187000460425
66,13.07950000045821,76.45552199739801
67,10.47949999338016,95.42440007936393
68,9.42659999418538,106.0827870724154
69,10.058200001367368,99.42136762681737
70,15.427300008013844,64.82015644218635
71,15.670099994167686,63.81580209266015
72,10.24459999462124,97.6124007306321
73,11.338900003465824,88.1919762670402
74,13.241299995570444,75.52128569963114
75,16.65899998624809,60.027612751395296
76,14.131400006590411,70.76439698357088
77,11.404199991375208,87.68699257784694
78,10.11329999892041,98.87969308798804
79,16.297299996949732,61.3598571657369
80,12.294400003156625,81.33784485157852
81,11.178200002177618,89.45984145973328
82,10.327800002414733,96.8260423097069
83,9.888199987472035,101.13064068960591
84,11.002899991581216,90.88513035337431
85,11.80029999522958,84.74360824760919
86,8.849399993778206,113.00201151525246
87,9.639700001571327,103.7376681677847
88,12.480899997171946,80.12242708671575
89,20.653999992646277,48.416771586910215
90,15.605299995513633,64.08079308231754
91,10.715799988247454,93.32014418865127
92,10.543600001255982,94.84426570439673
93,11.030399997252971,90.65854368373238
94,13.355400005821139,74.87608005481947
95,12.113999997382052,82.54911674229068
96,13.335299998288974,74.98893914109979
97,11.201100001926534,89.27694599887555
98,13.202299989643507,75.74437793296973
99,9.552600007737055,104.68354156879359
100,9.628800005884841,103.85510129910573
101,8.620099994004704,116.00793502343382
102,12.213200010592118,81.87862305806274
103,12.783800004399382,78.22400222593147
104,11.375100002624094,87.911315045082
105,10.059000007458963,99.41346050884569
106,10.822099997312762,92.40350766009465
107,9.518999999272637,105.05305179918182
108,8.771399996476248,114.00688606171558
109,9.395500004757196,106.43393108335617
110,8.81489999301266,113.44428193089813
111,8.274300009361468,120.85614479395345
112,9.79919999372214,102.04914693450998
113,9.437700005946681,105.95801936593678
114,8.49259999813512,117.7495702399252
115,8.633000004920177,115.8345881420217
116,13.427099998807535,74.4762458080159
117,12.417599995387718,80.53085945524344
118,9.997600005590357,100.02400570545232
119,15.801599991391413,63.28473069466333
120,11.473899998236448,87.15432417518902
121,11.882599996170029,84.15666607664295
122,15.237800005706958,65.62627148443171
123,14.305699995020404,69.90220683700096
124,10.443499995744787,95.75333943672628
125,10.679799990612082,93.63471234283742
126,13.465399999404326,74.26441101224155
127,11.044099999708124,90.54608343155425
128,10.564399999566376,94.65752906374671
129,11.389599996618927,87.79939596621973
130,10.272100000292994,97.35107718689233
131,11.536900012288243,86.67839705075669
132,10.343400004785508,96.6800084631105
133,9.758200001670048,102.47791599156166
134,11.176700005307794,89.4718476406365
135,11.352600005920976,88.08554863894152
136,12.988099988433532,76.99355570795909
137,10.1577999885194,98.44651412020566
138,9.925699996529147,100.74856184951021
139,9.922799988999031,100.77800631965329
140,10.396700003184378,96.18436616365891
141,10.169600005610846,98.33228440137987
142,9.64070000918582,103.72690769831893
143,10.339800006477162,96.71366944946419
144,10.647799994330853,93.91611417686511
145,12.647299998207018,79.06825963974667
146,9.473099999013357,105.5620652272384
147,10.2000000042608,98.03921564532102
148,9.659900009864941,103.52074027461713
149,9.764100002939813,102.41599325067504
150,10.204799997154623,97.99310131299264
151,12.361800007056445,80.89436808791385
152,12.481300000217743,80.11985930812932
153,12.511100008850917,79.92902297100613
154,9.173700003884733,109.00727073880068
155,10.945500005618669,91.36174678970066
156,8.540499999071471,117.08916341065753
157,8.951699986937456,111.71062496053543
158,7.984500000020489,125.24265764887393
159,8.96160000411328,111.58721651725257
160,8.218100003432482,121.6826273204666
161,7.984199997736141,125.24736357851036
162,8.124200001475401,123.08904259107288
163,8.0932999990182,123.55899325631204
164,8.483600002364255,117.87448721313058
165,10.391099989647046,96.23620223040189
166,8.49690000177361,117.68998102734689
167,8.21909999649506,121.66782256286434
168,8.428600005572662,118.64366553625027
169,8.92520000343211,112.04230713210443
170,10.020100002293475,99.79940317672603
171,10.615999999572523,94.1974378334841
172,10.67730000067968,93.65663603498483
173,16.386199989938177,61.026961749157365
174,12.846400000853464,77.84281977313208
175,11.397299997042865,87.74007881335574
176,13.992399995913729,71.46736802064228
177,17.043700005160645,58.67270602611
178,12.522799996077083,79.85434569850688
179,13.191599995479919,75.80581584816463
180,13.12389998929575,76.19686227536252
181,11.150400008773431,89.68288126104655
182,14.493800001218915,68.99501855385758
183,16.964199996436946,58.947666274273686
184,22.617700000409968,44.21316048854985
185,11.93000000785105,83.82229667576756
186,11.681199990562163,85.60764311953831
187,11.04910000867676,90.50510894233095
188,14.2894000018714,69.98194464911303
189,16.04109999607317,62.33986448839531
190,11.306100001093,88.44782903948546
191,11.928100007935427,83.83564853872187
192,15.274799996404909,65.46730564297803
193,12.325500007136725,81.13261120611568
194,13.958600000478327,71.64042238947548
195,10.614799990435131,94.2080869070626
196,12.777700001606718,78.26134592878657
197,11.307400010991842,88.43766020728967
198,10.571399994660169,94.59485030413384
199,11.169400007929653,89.53032385715039
200,11.34170001023449,88.17020368177812
201,13.83680000435561,72.27104530564984
202,12.318199995206669,81.18069201580799
203,11.642799989203922,85.88999217776437
204,12.649200012674555,79.05638293314956
205,10.761500001535751,92.92384889256071
206,10.146699991310015,98.55420982747441
207,11.215499995159917,89.16232004204477
208,12.061900008120574,82.90567815408504
209,11.13430000259541,89.81256116387196
210,10.694900003727525,93.50251050981936
211,10.722399994847365,93.26270242488144
212,10.448000000906177,95.71209800088705
213,10.616799991112202,94.19033991759709
214,10.786400001961738,92.70933766763041
215,10.589799989247695,94.43048981239924
216,13.849799986928701,72.20320877873975
217,10.321800000383519,96.88232672235887
218,16.44279999891296,60.816892504081444
219,15.289000002667308,65.40650139482901
220,11.84110000031069,84.45161344585907
221,12.092300006770529,82.6972535779046
222,10.310199999366887,96.99132898114551
223,13.74260000011418,72.7664342985819
224,11.461300004157238,87.2501373873191
225,14.00479998847004,71.40409008506272
226,13.306100008776411,75.1535009762757
227,10.630999997374602,94.06452828962063
228,10.154700008570217,98.47656741765236
229,12.86630000686273,77.72242210010741
230,11.575899989111349,86.38637176726051
231,9.426999997231178,106.07828580605833
232,10.646199996699579,93.93022865529572
233,9.188099997118115,108.83642976389613
234,9.227899994584732,108.36701747817342
235,8.822599993436597,113.34527245301052
236,9.256500008632429,108.03219349294223
237,10.271000006468967,97.36150320028933
238,12.336400002823211,81.0609253729733
239,10.193999987677671,98.09691987529749
240,11.293599993223324,88.54572506552788
241,10.620000000926666,94.16195856052197
242,12.191899993922561,82.02167016613339
243,15.36060000944417,65.10162359446696
244,9.046400009538047,110.54120964645082
245,8.47539999813307,117.98853154072684
246,8.94960000005085,111.73683739991934
247,8.623600006103516,115.9608515344208
248,9.059099989826791,110.38624158282636
249,9.209199997712858,108.58706513577228
250,10.158399993088096,98.44069938970829
251,8.707200002390891,114.84748251164693
252,8.96209999336861,111.58099114492552
253,9.928100000252016,100.72420704612321
254,9.030700006405823,110.73338714503433
255,9.621100005460903,103.93821906355858
256,9.464100003242493,105.66245069868137
257,10.468600012245588,95.52375664656739
258,9.2956000007689,107.57777872512624
259,9.18890000320971,108.82695422201755
260,9.4400000089081,105.93220328986709
261,8.982700004708022,111.32510263905941
262,9.201000008033589,108.68383861828919
263,10.300900001311675,97.07889600643284
264,10.448699991684407,95.70568595096515
265,11.006999993696809,90.85127651246052
266,9.950099993147887,100.50150256667246
267,9.892199988826178,101.08974759199762
268,9.797699996852316,102.06477033602454
269,12.810100000933744,78.06340309030443
270,11.977499991189688,83.48987691384444
271,12.015299987979233,83.2272187128457
272,11.982099997112527,83.45782460845612
273,10.114799995790236,98.86502950292625
274,12.669499992625788,78.92971313643352
275,11.687899997923523,85.55856913369043
276,14.849699990008958,67.3414278182597
277,10.702300001867115,93.43785913547002
278,12.488599997595884,80.07302661567388
279,13.256499994895421,75.43469244408874
280,13.179300003685057,75.87656398445976
281,11.863499996252358,84.29215664145461
282,10.546499994234182,94.81818617993689
283,16.20579999871552,61.70630268664679
284,16.078500004368834,62.19485646846913
285,12.85499999357853,77.79074294045358
286,10.752899994258769,92.99816798574561
287,11.774899990996346,84.926411329578
288,13.803099995129742,72.44749370451841
289,16.21319999685511,61.67813881244732
290,22.934199994779192,43.60300338479838
291,15.9057999990182,62.8701480002091
292,14.405800000531599,69.41648502430259
293,13.678100003744476,73.10956929151293
294,16.317200002958998,61.28502438032614
295,15.407600003527477,64.90303485105117
296,12.960999985807575,77.15454062919605
297,13.03229999030009,76.73242641316557
298,11.843900007079355,84.4316483086043
299,13.4981000010157,74.0845007760168
300,14.985000001615845,66.73340005953749
301,14.142800006084144,70.7073563629413
302,11.05420000385493,90.46335326403268
303,14.085299990256317,70.9960029741477
304,11.758900000131689,85.04196821035988
305,13.727500001550652,72.84647604349229
306,17.20819999172818,58.11183043436795
307,11.684700002660975,85.58200037418749
308,14.228200001525693,70.28295918617744
309,12.662699999054894,78.97209916326194
310,10.480500000994653,95.41529506274462
311,11.839999991934747,84.45945951699214
312,11.066099992603995,90.36607302196329
313,10.319799999706447,96.90110273730554
314,10.932100005447865,91.47373327189318
315,12.28840000112541,81.37755931678794
316,9.954499997547828,100.45707973743916
317,9.509299998171628,105.16021160256507
318,9.008100008941256,111.0112009199965
319,9.407800011103973,106.29477654921509
320,9.116900007938966,109.68640646812001
321,8.781300013652071,113.87835496399447
322,8.455100003629923,118.27181222820339
323,10.43270000081975,95.85246388005261
324,10.648499999660999,93.90994037017755
325,9.462799993343651,105.67696672268491
326,9.117399997194298,109.6803913733883
327,9.469199998420663,105.60554219646716
328,10.029700002633035,99.70387945177585
329,20.63639998959843,48.458064415500765
330,13.69600000907667,73.01401864320063
331,13.480600013281219,74.18067437760858
332,10.400299986940809,96.15107268594707
333,15.284799999790266,65.42447398812688
334,14.585099997930229,68.56312264858725
335,13.7618000007933,72.66491301591034
336,15.764800002216361,63.43245711074106
337,12.371500008157454,80.83094203133211
338,11.766499999794178,84.98703947796645
339,12.77430000482127,78.28217590181697
340,11.921700002858415,83.88065458451683
341,10.711800001445226,93.35499167881036
342,10.767300002044067,92.87379378397182
343,11.601999998674728,86.19203586573245
344,11.84919998922851,84.39388320806873
345,11.561599996639416,86.49321895677654
346,10.2993000036804,97.0939772258945
347,12.365899994620122,80.86754707987753
348,13.259300001664087,75.41876267031417
349,16.003800003090873,62.48515976248555
350,10.840700007975101,92.24496566313402
351,12.085000009392388,82.74720721744362
352,9.7861000103876,102.18575315381361
353,9.418699992238544,106.17176476839134
354,10.899000000790693,91.75153683158571
355,9.752199999638833,102.54096511936122
356,9.632700006477535,103.81305338353187
357,9.597399999620393,104.1948861191107
358,9.733599988976493,102.73691143384985
359,10.835399996722117,92.29008622685974
360,12.852400002884679,77.80647970616798
361,9.202499990351498,108.66612344998265
362,10.704700005589984,93.41691028032555
363,8.823299998766743,113.33628009245666
364,9.004499996080995,111.05558336778581
365,9.337499999674037,107.09504685782159
366,9.52829999732785,104.95051586121801
367,10.08459999866318,99.16109713152338
368,10.688399997889064,93.55937279644267
369,8.880299996235408,112.60880830872
370,9.421999988262542,106.13457877793995
371,9.493099991232157,105.33966785597978
372,10.22069998725783,97.84065682846598
373,11.219000007258728,89.13450390881512
374,11.614999995799735,86.0955661094812
375,10.290999998687766,97.1722864762912
376,9.325499995611608,107.2328561975851
377,9.703799994895235,103.0524125111872
378,10.158599994610995,98.43876129884896
379,15.1456000021426,66.02577645379074
380,17.852300006779842,56.015191298612834
381,10.702400002628565,93.43698607362786
382,10.925000009592623,91.53318069766195
383,10.155300013138913,98.47074913652983
384,9.194299986120313,108.7630381333649
385,14.800999997532926,67.56300251109269
386,12.92259999900125,77.3838082179505
387,13.090499996906146,76.3912761343221
388,12.80840000254102,78.0737640768256
389,10.697300007450394,93.48153265810305
390,18.267799998284318,54.74112920515434
391,12.920300010591745,77.39758358398988
392,11.576200005947612,86.38413291807507
393,11.590399997658096,86.27829929959755
394,10.508400009712204,95.16196557761101
395,13.017999997828156,76.81671533006867
396,12.58609999786131,79.45272961202633
397,16.27599999483209,61.44015730631096
398,13.455599997541867,74.31849937443776
399,17.52380000834819,57.06524837784091
400,12.119799997890368,82.50961238420311
401,14.71609999134671,67.95278644396377
402,15.942500001983717,62.725419468437856
403,18.72610001009889,53.40140229202584
404,12.199300006614067,81.97191637699149
405,14.154600008623675,70.6484110741915
406,11.488800009828992,87.04129231464312
407,10.888400007388555,91.8408580986581
408,21.25049999449402,47.05771630122109
409,17.70540000870824,56.479943944116435
410,15.072599999257363,66.34555418768299
411,13.040800011367537,76.68241205511241
412,12.357400002656505,80.92317152354275
413,15.88790000823792,62.94098021019123
414,12.409199989633635,80.58537221056775
415,15.479399997275323,64.60198716849617
416,12.973600008990616,77.07960776553978
417,12.9878000007011,76.99533407859828
418,13.644399994518608,73.2901410396743
419,11.463600007118657,87.23263192880253
420,12.0209999877261,83.18775484743684
421,12.343000009423122,81.01758075318492
422,12.32539999182336,81.13326956231826
423,12.58330000564456,79.47040915748846
424,12.047099997289479,83.00752880153678
425,12.574200009112246,79.52792219587107
426,15.215199993690476,65.72374996153094
427,14.924700008123182,67.00302179981657
428,14.007100005983375,71.39236526995829
429,13.228399999206886,75.59493212028329
430,13.723900003242306,72.86558483840216
431,15.29819999996107,65.36716737933513
432,12.565999990329146,79.5798186192587
433,12.621400004718453,79.2305132256449
434,13.3196999959182,75.07676601623523
435,14.227799998479895,70.28493513451416
436,17.18609999807086,58.18655774796202
437,13.948000007076189,71.69486661117534
438,12.799200005247258,78.12988308566413
439,14.904800002113916,67.09248026529522
440,14.69820000056643,68.03554176439718
441,13.795399994705804,72.4879307873469
442,16.4160999993328,60.915808263877715
443,12.545000005047768,79.71303304883436
444,13.334300005226396,74.99456286479595
445,16.67759999691043,59.96066581434095
446,16.821600002003834,59.44737717463721
447,20.82940000400413,48.00906410207522
448,21.569599994109012,46.36154589204785
449,17.61939999414608,56.75562166318053
450,14.64349999150727,68.28968488271013
451,16.524800012120977,60.51510452571274
452,18.01759999943897,55.5012876316012
453,14.498999997158535,68.9702738255036
454,15.153399988776073,65.99179067012598
455,14.616700005717576,68.41489526424108
456,15.736400004243478,63.546935749621255
457,12.4573000066448,80.27421668151155
458,15.988600003765896,62.544562986406795
459,15.561099993647076,64.26280921067641
460,9.358100011013448,106.85929823608538
461,10.467000000062399,95.53835865042883
462,9.445000003324822,105.87612489655699
463,11.706200006301515,85.42481757202971
464,10.111700001289137,98.89533905006185
465,11.680199997499585,85.61497236469178
466,9.964299999410287,100.35827906217021
467,12.795400005416013,78.15308623229613
468,12.544099998194724,79.71875225356257
469,17.14509999146685,58.32570241629981
470,14.527500010444783,68.8349681143372
471,12.384300003759563,80.7473978905893
472,11.80249999742955,84.72781192271033
473,13.755100007983856,72.70030748010348
474,12.137900004745461,82.38657425164466
475,12.314599996898323,81.2044240374734
476,18.27430000412278,54.721658272787174
477,12.780100005329587,78.24664905462224
478,11.007299995981157,90.84880037476103
479,11.6239999915706,86.02890577470511
480,14.867399993818253,67.26125619918695
481,13.747499993769452,72.74049830538011
482,12.89149999502115,77.57049221473156
483,11.534400007803924,86.6971840168038
484,13.110900006722659,76.27241451671865
485,11.315099996863864,88.3774779080312
486,14.377300001797266,69.55408872841164
487,10.789899999508634,92.67926487229163
488,17.072400005417876,58.5740727538397
489,16.73490001121536,59.75536150976834
490,18.457099999068305,54.17969237044167
491,15.367400003015064,65.07281646887576
492,19.23000000533648,52.00208006877234
493,14.148099988233298,70.68086886802332
494,14.082599998801015,71.00961470787635
495,12.46829998854082,80.2033958854908
496,13.451799997710623,74.33949361202153
497,14.224300000932999,70.30222927907933
498,11.523299996042624,86.78069653167269
499,11.26759999897331,88.75004438310899
500,14.122199994744733,70.81049697441816
501,11.263399996096268,88.78313833714381
502,10.826700003235601,92.36424761941738
503,10.158599994610995,98.43876129884896
504,10.39929999387823,96.16031853958164
505,11.021099999197759,90.73504460287916
506,11.195600003702566,89.32080457226802
507,10.081000000354834,99.19650827941689
508,10.436600001412444,95.81664525464848
509,9.645500002079643,103.67528897251489
510,10.550199993303977,94.78493304721067
511,11.714100008248352,85.36720698097687
512,10.250999999698251,97.55145839717451
513,11.420100010582246,87.56490740653467
514,11.425300006521866,87.52505399675924
515,11.764899987610988,84.99859761264852
516,10.878899993258528,91.92105825218388
517,14.995200006524101,66.68800679983732
518,12.070500000845641,82.846609496702
519,10.634799997205846,94.0309173903352
520,10.113600001204759,98.87675999454964
521,10.281800001394004,97.2592347511545
522,9.698800000478514,103.10553882445896
523,11.869300011312589,84.25096669954449
524,9.359899995615706,106.83874832726978
525,11.59199999528937,86.2663906492727
526,9.576900003594346,104.41792225299271
527,10.040500012109987,99.59663351365829
528,10.551900006248616,94.76966227957247
529,10.663900000508875,93.77432271047934
530,10.589299999992363,94.4349484858037
531,11.914799993974157,83.92923091497502
532,9.58290000562556,104.35254457554169
533,10.90249999833759,91.72208210524923
534,8.906500006560236,112.27755002115677
535,9.866499996860512,101.35306342859137
536,9.434299994609319,105.99620539641434
537,11.75209999200888,85.09117525208038
538,12.797600007615983,78.1396511380954
539,9.829399990849197,101.73560959274855
540,11.350200002198108,88.10417435871945
541,9.787799994228408,102.16800512777867
542,9.301500002038665,107.50954144824212
543,8.900599990738556,112.35197638816952
544,8.76080000307411,114.14482691638963
545,8.786899998085573,113.80577908225573
546,8.688300003996119,115.09731472670803
547,8.764199999859557,114.10054540243544
548,8.958899998106062,111.62084633285369
549,9.06290000420995,110.33995735752069
550,8.823200012557209,113.33756444110941
551,9.062199998879805,110.34848051506387
552,9.33120000991039,107.16735242390365
553,9.481899993261322,105.46409482389484
554,8.924299996579066,112.05360648827673
555,8.725499996216968,114.60661285124755
556,9.167900003376417,109.07623333933759
557,10.121999992406927,98.79470467794462
558,9.395500004757196,106.43393108335617
559,9.237099991878495,108.25908573894694
560,9.988399993744679,100.11613477896947
561,8.926700000301935,112.0234801176444
562,9.430799997062422,106.03554314708059
563,9.134699997957796,109.47267017237189
564,10.318499989807606,96.9133111390007
565,9.925200007273816,100.75363713246449
566,9.323600010247901,107.25470836381487
567,12.162900005932897,82.21723433656558
568,15.672399997129105,63.80643680503188
569,9.986499993829057,100.13518255824648
570,9.383600001456216,106.56890743902262
571,9.553299998515286,104.67587118120585
572,9.638800009270199,103.7473543426818
573,11.206199997104704,89.23631563405664
574,10.22979999834206,97.75362178752954
575,13.296399993123487,75.20832710486832
576,12.101200001779944,82.63643273831619
577,10.760899996967055,92.92903012590477
578,13.888500005123205,72.00201602988939
579,12.363100002403371,80.88586194446387
580,9.401400006026961,106.36713674122252
581,10.969399998430163,91.16268894771916
582,15.06189999054186,66.3926862233816
583,18.44070000515785,54.2278763669655
584,15.539100000751205,64.3537914005095
585,17.864699999336153,55.976310827338814
586,15.087599997059442,66.27959385156679
587,14.443499996559694,69.23529617047049
588,18.720499996561557,53.417376682442914
589,11.360999997123145,88.02042075989984
590,10.34010000876151,96.71086344935415
591,13.624700004584156,73.3961114493193
592,17.879600010928698,55.92966282180595
593,11.930399996344931,83.81948637986706
594,14.440699989791028,69.24872067884232
595,16.261700002360158,61.49418571581471
596,13.161299997591414,75.98033630287321
597,12.362699999357574,80.88847905813171
598,14.381400003912859,69.53425951075154
599,13.501299996278249,74.06694172232739
600,10.490799992112443,95.32161520111475
601,10.78169999527745,92.7497519350395
602,10.943600005703047,91.37760878311244
603,10.992800001986325,90.96863399855421
604,10.907799995038658,91.67751521432768
605,15.361500001745299,65.09780945131563
606,17.05160000710748,58.64552297632938
607,13.796800005366094,72.48057517765442
608,18.243999991682358,54.81254113439548
609,15.223000009427778,65.69007418910127
610,15.418499999213964,64.85715212575673
611,13.24709999607876,75.48822008560421
612,11.405199998989701,87.67930418480888
613,12.084599991794676,82.74994626872136
614,11.987899997620843,83.41744594119596
615,12.02180000836961,83.18221891096152
616,12.439300000551157,80.39037566066357
617,11.23119999829214,89.03768076003132
618,11.003599996911362,90.87934860233864
619,12.541400006739423,79.73591460782895
620,17.884799992316402,55.91340134805064
621,16.047600001911633,62.31461401585766
622,13.13149998895824,76.15276250549142
623,13.289399998029694,75.24794197994352
624,15.975200003595091,62.59702537526653
625,12.712600000668317,78.66211474815763
626,11.411500003305264,87.63089862948401
627,17.04310000059195,58.67477160641359
628,17.02559999830555,58.73508129519803
629,13.506700008292682,74.03732957613865
630,12.528400009614415,79.81865196135104
631,16.094700011308305,62.13225467373667
632,12.113299992051907,82.55388710393915
633,11.579999991226941,86.35578590307465
634,17.308600014075637,57.77474776624243
635,11.73279999056831,85.23114693882737
636,11.640800003078766,85.90474879179432
637,12.399400002323091,80.64906364926084
638,11.77720000850968,84.90982570368547
639,13.924500002758577,71.81586411015766
640,13.832399999955669,72.29403429652156
641,12.282399999094196,81.41731258335082
642,12.826200007111765,77.9654144988795
643,12.591199993039481,79.42054772800115
644,13.336400006664917,74.98275392911476
645,11.776500003179535,84.91487281705177
646,15.783700000611134,63.35650069130056
647,14.546899998094887,68.7431686566185
648,13.526899987482466,73.92676821188749
649,14.38130000315141,69.5347430191198
650,12.462399987271056,80.24136611097283
651,13.048900000285357,76.63481212808219
652,16.394999998738058,60.9942055551675
653,15.300200000638142,65.35862276037516
654,11.479799999506213,87.10953152868635
655,17.30859999952372,57.774747814815576
656,20.883700010017492,47.88423505031771
657,15.44570000260137,64.74293815311573
658,15.658599993912503,63.86266973987226
659,16.83239999692887,59.4092345822612
660,16.288400001940317,61.393384241599996
661,15.20409999648109,65.77173263997506
662,12.062100009643473,82.90430349611715
663,12.07799999974668,82.79516476411439
664,12.241599994013086,81.68866818790542
665,13.425999990431592,74.48234773668088
666,12.419399994541891,80.51918775782103
667,11.196499996003695,89.31362482534047
668,15.086600003996864,66.28398709683242
669,10.776199997053482,92.79708990863462
670,10.212299996055663,97.92113435624042
671,11.759999993955716,85.03401364914708
672,12.05360000312794,82.9627662889508
673,12.99220000510104,76.9692584479439
674,11.189699987880886,89.36790093416802
675,13.622500002384186,73.40796475132917
676,13.305900007253513,75.15463061159824
677,11.03510000393726,90.61993091527995
678,10.973500000545755,91.12862805397239
679,10.376399994129315,96.3725377361872
680,10.843600000953302,92.22029583460163
681,9.846900007687509,101.5548039707214
682,11.298099998384714,88.51045752320918
683,11.070499997003935,90.33015674726842
684,13.093799992930144,76.37202344162422
685,13.027999986661598,76.7577526115924
686,11.811100004706532,84.66611912535802
687,16.119499996420927,62.03666368200216
688,11.689699997077696,85.54539468506374
689,12.416400000802241,80.5386424354393
690,20.469900002353825,48.85221715225821
691,14.326100004836917,69.80266783439808
692,12.231100001372397,81.75879519322011
693,11.333700007526204,88.23243948012959
694,14.042800001334399,71.21086962037316
695,12.63450000260491,79.14836359126406
696,13.761700000031851,72.66544104272623
697,11.581699989619665,86.34311032890426
698,11.581099999602884,86.34758356583485
699,12.15799999772571,82.25037014205142
700,13.028000001213513,76.75775252585612
701,12.815299996873364,78.03172771952094
702,11.185099996509962,89.40465443420494
703,12.860400005592965,77.75807903059794
704,12.193100003059953,82.01359783394233
705,10.874100000364706,91.96163360337509
706,10.433400006149895,95.84603287620114
707,11.231600001337938,89.03450976538315
708,10.001800008467399,99.9820031547734
709,9.705200005555525,103.03754682310229
710,12.784399994416162,78.22033106260518
711,10.325700000976212,96.84573442047106
712,11.260400002356619,88.80679192486201
713,14.421799991396256,69.33947222930418
714,11.215799997444265,89.15993511188405
715,13.719400012632832,72.88948489578257
716,10.773799993330613,92.81776166431877
717,11.76310000300873,85.01160406221345
718,10.24520001374185,97.60668397480806
719,9.838700003456324,101.6394441998131
720,9.46960000146646,105.60108133871971
721,10.131499991985038,98.70206788640313
722,9.62969999818597,103.84539499552204
723,11.825099994894117,84.56588108614586
724,12.023899995256215,83.16769104820645
725,10.942399996565655,91.3876297991169
726,14.479899997240864,69.06125043615974
727,12.003399999230169,83.30972891548515
728,11.490199991385452,87.03068708549286
729,10.731800008215941,93.18101336536557
730,9.973699998226948,100.26369353176582
