metric,mean,std,median,p90,count
ms_per_step,12.844235297490327,3.5060878213325903,12.044500006595626,17.181700002402067,43105
samples_per_sec,82.31521458908773,17.944651081066894,83.02544725413219,105.69059292999508,43105
