metric,mean,std,median,p90,count
ms_per_step,110.90862860719116,22.993566117899995,118.39074999443255,128.6072599948966,3992
samples_per_sec,9.603870879663345,3.0076118357932464,8.446605845018738,13.985531037574212,3992
