metric,mean,std,median,p90,count
ms_per_step,11.432528206295864,37.299165632639685,10.012749997258652,14.930370006186422,3992
samples_per_sec,96.92451003560801,20.110415829162967,99.87266238533168,120.90728831008143,3992
