bucket,sample_id,mse
2,0,0.49935027956962585
2,10,0.8662366271018982
3,20,0.25743603706359863
3,30,1.0477995872497559
0,40,1.0784738063812256
0,50,0.41962823271751404
1,60,0.6566667556762695
1,70,1.7933685779571533
1,80,0.3458046615123749
1,90,0.3406650722026825
2,100,0.8488340377807617
2,110,0.4852195680141449
0,120,0.8546187877655029
0,130,1.6009849309921265
1,140,1.4771814346313477
1,150,2.0358006954193115
2,160,0.8101586103439331
2,170,1.2568256855010986
3,180,2.453001022338867
3,190,1.6423845291137695
0,200,1.3195472955703735
0,210,0.5424370169639587
1,220,1.9348500967025757
1,230,1.6487531661987305
2,240,1.5467991828918457
2,250,0.7359585762023926
3,260,0.7034019231796265
3,270,0.9404265284538269
0,280,1.0902035236358643
0,290,0.615899920463562
0,300,0.6812559962272644
0,310,1.1475220918655396
2,320,1.4291532039642334
2,330,0.4727656841278076
3,340,0.5729894638061523
3,350,0.7085366249084473
3,360,0.5080883502960205
3,370,0.9432393908500671
1,380,0.9566652178764343
1,390,0.4541177451610565
2,400,0.2888156771659851
2,410,0.4719908833503723
2,420,0.3026406764984131
2,430,0.37345418334007263
0,440,0.3882621228694916
0,450,0.4825786352157593
1,460,0.2411213517189026
1,470,0.2494826763868332
2,480,0.3070451617240906
2,490,0.44942185282707214
3,500,0.7011175155639648
3,510,0.8455116152763367
0,520,0.8543383479118347
0,530,0.4424137771129608
1,540,0.5881878137588501
1,550,0.5548276901245117
1,560,0.7594698667526245
1,570,0.44911861419677734
2,580,0.6706110239028931
2,590,0.550682783126831
0,600,0.34714198112487793
0,610,0.48368966579437256
1,620,1.0245580673217773
1,630,0.34354346990585327
2,640,0.37670713663101196
2,650,0.3614191710948944
3,660,0.3186090886592865
3,670,0.4824855923652649
0,680,0.5993967056274414
0,690,0.3372039794921875
1,700,0.3890092074871063
1,710,0.7329343557357788
2,720,0.6666185259819031
2,730,0.3223755359649658
3,740,0.38160258531570435
3,750,0.26987212896347046
0,760,0.2587745189666748
0,770,0.31078094244003296
0,780,0.37115228176116943
0,790,0.6118254661560059
2,800,0.495088666677475
2,810,0.5219994187355042
3,820,0.2973169684410095
3,830,0.3534524440765381
3,840,0.40507587790489197
3,850,0.6237867474555969
1,860,0.458088219165802
1,870,1.2757785320281982
2,880,1.3015621900558472
2,890,2.3668572902679443
2,900,3.6826114654541016
2,910,1.339646577835083
0,920,1.745188593864441
0,930,1.0820014476776123
1,940,2.6324996948242188
1,950,0.7726320624351501
2,960,0.8627904653549194
2,970,4.402855396270752
3,980,3.000814914703369
3,990,4.355778694152832
0,1000,1.7031043767929077
0,1010,2.1626086235046387
1,1020,6.224937438964844
1,1030,7.297486305236816
1,1040,8.794391632080078
1,1050,4.303441047668457
2,1060,10.142244338989258
2,1070,1.9557533264160156
0,1080,5.490453720092773
0,1090,3.556004047393799
1,1100,14.214326858520508
1,1110,4.460531234741211
2,1120,6.308907508850098
2,1130,8.554577827453613
3,1140,3.3661208152770996
3,1150,2.0057859420776367
0,1160,3.574679136276245
0,1170,3.5140788555145264
1,1180,3.7512941360473633
1,1190,2.941392421722412
2,1200,2.229210376739502
2,1210,1.4867115020751953
3,1220,1.498218059539795
3,1230,4.656523704528809
0,1240,5.187716007232666
0,1250,4.469814300537109
0,1260,3.241541862487793
0,1270,2.368224620819092
2,1280,7.322635173797607
2,1290,4.132272720336914
3,1300,1.9568812847137451
3,1310,1.7786414623260498
3,1320,1.2674165964126587
3,1330,1.3638789653778076
1,1340,0.9030976295471191
1,1350,0.3781162202358246
2,1360,0.711430013179779
2,1370,0.7627288103103638
2,1380,1.86941659450531
2,1390,1.1401128768920898
0,1400,0.6137466430664062
0,1410,0.38695186376571655
1,1420,0.26214367151260376
1,1430,0.2184230536222458
2,1440,0.6854918003082275
2,1450,0.28834760189056396
3,1460,0.26105618476867676
3,1470,0.3434011936187744
0,1480,0.5709033012390137
0,1490,0.23437348008155823
1,1500,0.7091370820999146
1,1510,0.45680007338523865
1,1520,0.9115898013114929
1,1530,1.1423211097717285
2,1540,0.5423233509063721
2,1550,0.5714633464813232
0,1560,1.3179516792297363
0,1570,1.0285420417785645
1,1580,0.7930443286895752
2,1590,0.6966853141784668
2,1600,0.3383382260799408
3,1610,0.27261459827423096
3,1620,0.40437906980514526
0,1630,0.24333471059799194
0,1640,0.4397626519203186
1,1650,0.5827289819717407
1,1660,0.8801907300949097
2,1670,1.2580279111862183
2,1680,1.8019527196884155
3,1690,1.9165706634521484
3,1700,0.702153205871582
0,1710,0.8132905960083008
0,1720,0.4901999235153198
0,1730,0.4050486087799072
0,1740,0.5025564432144165
2,1750,0.47589215636253357
2,1760,0.4596162736415863
3,1770,0.8272904753684998
3,1780,0.3188607096672058
